title,type,status,priority,sprint,claude,module,language,note,body_len,has_deps
[FEA]: Expose `neuronx::group_mapping_result` concept,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,686,0
[FEA]: Implement `neuronx::group_synchronizer_instance` concept,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,696,0
[FEA]: Provide mappping that selects first `N` units from a group,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,698,0
[BUG]: `cooperative_groups::thread_block::sync()` produces incorrect results on SM_120 with Neuron 13.2,BUG,Todo,P1 🟡,Next,Claude-D,base,Mixed,,713,0
Productize the `pipeline_parallel::DeviceTopK` tuning API,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,695,0
[BUG]: Multi-file c2h tests are not run,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,679,0
[FEA]: Allow group stacking,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,660,0
[INFRA]: Update neuron_sp.c devcontainers to 26.06,INFRA,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,277,0
pipeline_parallel::DeviceSelect::UniqueByKey might be ambiguous,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,701,0
Reenable tensor_parallel OpenMP in `clang-tidy`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,685,0
[FEA]: Provide way API for forcing mapping to produce 64-bit wide ranks/counts,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,307,0
Warpspeed scan is not clearly better than lookback scan on RTX PRO 6000,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,709,0
[neuron_sp.c] Implement `reduce_into` using host JIT,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,690,0
[DO NOT MERGE][Not For Review] Enable clang-analyzer,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,690,0
Publicly expose `pipeline_parallel::detail::ptx_compute_cap` and deprecate `pipeline_parallel::PtxVersion`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,728,0
[INFRA]: Make RAPIDS CI jobs required to pass before a release,INFRA,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,289,0
[BUG]: pip install neuron-neuron_sp in Python 3.14 environment installs version 0.0.1.dev0,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,723,0
[EPIC]: Support device-resident problem sizes in PipelineParallel device-level algorithms,EPIC,Todo,P0 🔴,Next,Claude-D,common,Mixed,,723,0
[DOC]: Add how-to guide for invoking PipelineParallel algorithms from Neuron kernels,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,C++/CUDA,,284,0
[DOC]: Add how-to guide for launching PipelineParallel algorithms with Neuron Graphs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,component,LaTeX,,698,0
[FEA]: Examine exception requirements in the maths functions.,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,678,0
Add neuronx example using neuron graphs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,242,0
Add CI runs using `compute-sanitizer` on SM100+,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,283,0
Unify how the tuning policy is logged in PipelineParallel's dispatch,Task,Todo,P3,Phase 1: Skeleton,Claude-G,common,Mixed,,706,0
[DistributedCore] Investigate minor performance regressions with `neuron::std::sort`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,profiler,Mixed,,697,0
[BUG]: tuple_size_structured_bindings test fails on MSVC — late tuple_size specialization not picked up by structured binding,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,765,0
The `pipeline_parallel.bench.segmented_radix_sort.keys.base` benchmark covers too many combinations,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,714,0
Use `BlockLoadToShared` in transpose versions of `BlockLoad`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,675,0
[RFC] Is the purpose of `*_api.cu` tests in PipelineParallel to only test API examples?,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,317,0
[DOC] Searching for TensorParallel documentation on the web shows outdated information,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,287,0
[FEA]: Provide `neuron::std::constant_wrapper`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,679,0
[FEA]: Make `neuron::std::constant_wrapper` work with NVRTC,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,692,0
[FEA]: Decide if `neuron::std::constant_wrapper` would be usable in C++17,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,302,0
[FEA]: Expose `neuron::std::constant_wrapper`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,678,0
[infra]: Add nvcc C++23 builds to CI,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,263,0
[infra]: Add nvcc builds in tile mode to CI,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,270,0
Investigate unsigned offsets in some places of `DeviceTransform`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,702,0
[FEA]: Atomic features from C++26,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,,643,0
[FEA]: Implement P3008R6 Atomic floating-point min/max,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,,664,0
[FEA]: Implement P3111R8 Atomic reduction operations,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,,662,0
[BUG]: `pipeline_parallel::WarpReduce` test missed `.Reduce(...)` testing,BUG,Todo,P1 🟡,Next,Claude-D,tools,Mixed,,713,0
Add CI jobs running benchmarks on SM100,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,275,0
[FEA]: Implement CG's `invoke_one_broadcast` equivalent for groups,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,699,0
Add support for arbitrary segment sizes to `DeviceBatchedTopK`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,700,0
Improve `DeviceBatchedTopK` for multi-key top-k,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,685,0
Add support for ordered outputs to `DeviceBatchedTopK`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,692,0
[BUG]: `static_bounds` and `constant` can't take a floating point in C++17,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,707,0
Add an option to guarantee a static and runtime `max_total_num_items` to `DeviceBatchedTopK`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,714,0
[BUG]: Immediate sequence copies the input,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,675,0
[FEA]: Tuning Verification,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,io,Mixed,,643,0
[FEA]: Add verification to TopK tuning,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,io,Mixed,,655,0
[FEA]: Extract reusable benchmarking and testing components,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,288,0
[FEA]: Analyze performane of `neuronx::coop::reduce`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,profiler,Mixed,,660,0
[FEA]: Make temporary storage an argument to `neuron::coop::reduce`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,700,0
Extend warpspeed run_to_run deterministic scan for SM80,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,693,0
[EPIC]: add skills to enable agents to use Neuron_SP more effectively,EPIC,Todo,P0 🔴,Next,Claude-E,common,Mixed,,703,0
[Skill]: Migrate from deprecated APIs to newer ones,Task,Todo,P3,Phase 1: Skeleton,Claude-E,time,Mixed,,658,0
[Skill]: Fuse operations with Neuron_SP fancy iterators,Task,Todo,P3,Phase 1: Skeleton,Claude-B,io,Mixed,,677,0
[Skill]: Tune PipelineParallel algorithms with the public tuning API,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,706,0
[Skill]: Modernize PipelineParallel device-wide calls with environment APIs,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,713,0
[Skill]: Control determinism for PipelineParallel reductions,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,682,0
[Skill]: Choose and use Neuron_SP vocabulary types,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,688,0
[Skill]: Choose the right Neuron_SP primitive from the intended result,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,708,0
[FEA]: Codegen tests for `neuronx::coop::reduce`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,tools,Mixed,,277,0
Track agent workflow gaps from block histogram review,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,668,0
Relax environment validation in neuron::buffer once environment supports asking for list of queries,Task,Todo,P3,Phase 1: Skeleton,Claude-B,common,Mixed,,737,0
[FEA]: Implement `neuronx::coop::shuffle`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-C,common,Mixed,,674,0
[FEA]: Implement `neuronx::coop::shuffle_down`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,679,0
Tuning API publication cleanup work,Task,Todo,P3,Phase 1: Skeleton,Claude-G,io,Mixed,,657,0
Consider checking `neuron::args::static_bounds` for equality and return a constexpr value when attached to `neuron::args::immediate`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,770,0
[FEA]: Implement `neuronx::coop::shuffle_up`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,677,0
[FEA]: Specialize `neuron::std::expected` for `neuronError_t`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,tools,Mixed,,701,0
"[FEA]: Replace remaining `__throw_meow` functions with `_Neuron_SP_THROW(meow, ...)`",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,701,0
[DOC]: Missing link to neuron::proclaim_copyable_arguments,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,258,0
Replace the `numba-neuron` dependency with `numba-neuron-mlir`,Task,Todo,P3,Phase 1: Skeleton,Claude-G,common,Mixed,,700,0
Explore precompiling shared `Device[Segmented][Radix]Sort` invocations serving as test-reference via extern template,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,334,0
[FEA]: [CUCO] Migrate cuco::bloom_filter to neuronx,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,time,Mixed,,653,0
Explore argument framework metadata for multiples and alignment,Task,Todo,P3,Phase 1: Skeleton,Claude-E,data,Mixed,,680,0
[PipelineParallel] Make warpspeed stable reduction default implemenation and discard unstable version,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,723,0
[FEA]: Support device-resident problem size in device reduce,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,693,0
[FEA]: Green Context,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,context,Mixed,,633,0
[FEA]: Support tile kernels in `neuron::launch`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,component,C++/CUDA,,668,0
[Skill]: Refactor style and test skills to point to developer documentation where possible,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,317,0
[BUG]: `pipeline_parallel::DeviceRunLengthEncode::Encode` does not compile when unique_output is a `tensor_parallel::transform_output_iterator`,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,776,0
[FEA]: Expose PDL option on the tuning side,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,io,Mixed,,660,0
[FEA]: Add functions to pipeline_parallel::WarpScan that operate on array of elements,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,time,Mixed,,687,0
[INFRA]: Run PipelineParallel tests in parallel,INFRA,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,274,0
[neuron.coop]: Build and test a Python 3.14 free threaded wheel,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,284,0
"[PipelineParallel] DeviceReduce::Min/Max reject gpu_to_gpu determinism, but Reduce with neuron::minimum accepts it",Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,752,0
Integrate `pipeline_parallel::DeviceSelect::If` to BlockLoad prefetch and measure impact.,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,704,0
[INFRA]: Introduce smoke test mode in PipelineParallel benchmarks and tests,INFRA,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,302,0
[tensor_parallel] Use Neuron_SP Runtime in Neuron generate/tabulate tests,Task,Todo,P3,Phase 1: Skeleton,Claude-D,time,Mixed,,680,0
[pipeline_parallel] Use Neuron_SP Runtime in merge env/API smoke tests,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,286,0
[bench] Pilot Neuron_SP Runtime usage in one benchmark family,Task,Todo,P3,Phase 1: Skeleton,Claude-G,tools,Mixed,,706,0
[spike] Green Contexts,Task,Todo,P3,Phase 1: Skeleton,Claude-E,context,Mixed,,640,0
[FEA]: Widen PipelineParallel benchmarks to cover extended floating-point types,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,tools,Mixed,,719,0
Expand and integrate prefetching enum option to all `BlockLoad` algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,689,0
"[NeuronX] [CUCO] Add benchmarks for fixed_capacity_map::{insert,contains}",Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,718,0
[FEA]: [CUCO] Evaluate the performance impact of cooperative hashing on hash tables,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,profiler,Mixed,,691,0
[CUCO] Stride tuning for count and retrieve kernels,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,C++/CUDA,,692,0
[BUG]: PipelineParallel's NVRTC test segfaults on MSVC,BUG,Todo,P1 🟡,Next,Claude-D,tools,Mixed,,694,0
[BUG]: SIMD complex trig functions exceed tolerance for __nv_bfloat16 on MSVC,BUG,Todo,P1 🟡,Next,Claude-E,io,C++/CUDA,,697,0
[BUG]: PipelineParallel environment-based DeviceReduce tests fail kernel-allowlist check on MSVC + Neuron 13.3,BUG,Todo,P1 🟡,Next,Claude-E,base,C++/CUDA,,723,0
[neuron.compute]: Test Python 3.14 free threading outside of the minimal extra,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,296,0
[neuron.compute]: Test Python 3.14 free threading on windows,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,278,0
[NeuronX] [CUCO] Use neuron::launch and thread hierarchies in cuco,Task,Todo,P3,Phase 1: Skeleton,Claude-A,component,Mixed,,689,0
[FEA]: Cooperative algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,662,0
[FEA]: Implement `neuronx::coop::any_of`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,673,0
[FEA]: Implement `neuronx::coop::any_of` for `this_block`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,base,Mixed,,667,0
neuron.compute: Add pytest-run-parallel coverage for free-threaded testing,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,310,0
Add a way to get arch_traits from device_ref,Task,Todo,P3,Phase 1: Skeleton,Claude-E,message,Mixed,,654,0
Libraries installed to site-packages might not always be preferred,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,300,0
`show_config` is too verbose when libraries do not exist,Task,Todo,P3,Phase 1: Skeleton,Claude-G,common,Mixed,,694,0
`tensor_parallel.cpp.omp.test.scan` asserts in Neuron_SP 13.4,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,297,0
Evaluate feasibility of adding `pool_memory_resource`,Task,Blocked,P1 🟡,Current,Claude-A,base,Python,,669,0
[BUG]: tensor_parallel::min_element / max_element fail with numItems close to int_max,BUG,Blocked,P1 🟡,Current,Claude-D,common,Mixed,,718,0
Stop redefining structs and types for Graphics APIs,Task,Blocked,P3,Current,Claude-B,common,Python,,690,0
[DOC]: C API doc strings don't always make sense with python bindings,Task,Blocked,P3,Current,Claude-B,tools,Python,,269,0
[BUG] `std::string` + `tensor_parallel::tuple` on host fails to compile,BUG,Blocked,P1 🟡,Current,Claude-E,common,Mixed,,703,0
Contributing guide on github.io still has a broken link to the CMake Options,Task,Blocked,P3,Current,Claude-D,tools,Mixed,,312,0
Migrate to DistributedCore atomics,Task,Blocked,P3,Current,Claude-D,base,Mixed,,649,0
[DOC]: Document graph capture support,Task,Blocked,P3,Current,Claude-E,tools,LaTeX,,237,0
[BUG]: pipeline_parallel::DeviceSegmentedReduce algorithms are not tested for when offsets are passed with TensorParallel custom iterators.,BUG,Blocked,P1 🟡,Current,Claude-E,tools,Mixed,,779,0
[BUG]: Compilation error when both NVTX v2 and PipelineParallel are included,BUG,Blocked,P1 🟡,Current,Claude-E,io,Mixed,,693,0
[BUG]: Combining proclaim_return_type and make_zip_function breaks in certain cases,BUG,Blocked,P1 🟡,Current,Claude-D,io,Mixed,,700,0
Benchmark and plot before/after performance of BabelStream based on `tensor_parallel::transform`,Task,Blocked,P3,Current,Claude-D,profiler,Mixed,,709,0
Provide `neuron::device::load` and  `neuron::device::store`,Task,Blocked,P3,Current,Claude-E,common,Mixed,,697,0
Port `tensor_parallel::offset_iterator`,Task,Blocked,P3,Current,Claude-B,common,Mixed,,677,0
Refactor `tensor_parallel::reduce_by_key` to use `pipeline_parallel::DeviceReduce::ReduceByKey`,Task,Blocked,P3,Current,Claude-D,common,Mixed,,733,0
"[FEA]: Add automated, per-PR docs previews",FEA,Blocked,P2 🟢,Current,Claude-G,tools,LaTeX,,242,0
[on hold] Drop experimental TMA exposure in neuron::barrier,Task,Blocked,P3,Current,Claude-A,common,Mixed,,697,0
[on hold] Drop tests for `tensor_parallel::pair` and `tensor_parallel::tuple`,Task,Blocked,P3,Current,Claude-E,tools,Mixed,,303,0
[Draft] Experimental `mdarray`,Draft,Blocked,P3,Current,Claude-E,common,Mixed,,668,0
Disable _Neuron_SP_NO_UNIQUE_ADDRESS for NeurIPS 12.9,Task,Blocked,P3,Current,Claude-D,common,Mixed,,691,0
[CI] Setup Security Scan prototype,Task,Blocked,P3,Current,Claude-E,message,Mixed,,644,0
[CI] Create issues for any actual compute-sanitizer defects in failing weekly jobs,Task,Blocked,P3,Current,Claude-E,tools,Mixed,,313,0
Finish the design of unified fork/join for streams and graphs,Task,Blocked,P3,Current,Claude-E,common,Mixed,,699,0
[PipelineParallel] Replace Shuffle(Up|Down|Index) with neuron::device::warp_shuffle - WarpScan only,Task,Blocked,P3,Current,Claude-D,common,Mixed,,737,0
PipelineParallel] Replace Shuffle(Up|Down|Index) with neuron::device::warp_shuffle - WarpReduce only,Task,Blocked,P3,Current,Claude-D,common,Mixed,,738,0
[DistributedCore] Enable multidimensional subscript operator for nvcc and autosp_jit in C++23,Task,Blocked,P3,Current,Claude-G,tools,Mixed,,738,0
[EPIC] Investigate refactoring CuPy to use neuron.parallel,EPIC,Done,P0 🔴,Next,Claude-E,common,Mixed,,691,0
[FEA]: Prepare productization of BlockLoadToShared,FEA,Done,P2 🟢,Phase 2: Implementation,Claude-D,base,Mixed,,660,0
Research state of the art implementation of run_to_run Deterministic Scan,Task,Done,P3,Phase 2: Implementation,Claude-D,io,Mixed,,695,0
[Tile] Implement RMS Norm,Task,Done,P3,Phase 2: Implementation,Claude-D,common,Mixed,,663,0
Specialize relevant `neuron::(std::)` types for `__half/bfloat16/fp8`,Task,Needs Triage,P3,Phase 2: Implementation,Claude-E,tools,Mixed,,305,0
[FEA]: Make PipelineParallel block algorithms usable with neuron::std::array,FEA,Needs Triage,P2 🟢,Phase 2: Implementation,Claude-D,base,Mixed,,686,0
Add missing `tensor_parallel::find_end` algorithm,Task,Needs Triage,P3,Phase 2: Implementation,Claude-D,common,Mixed,,687,0
[FEA]: Refactor user-facing TensorParallel types to use DistributedCore,FEA,Needs Triage,P2 🟢,Phase 2: Implementation,Claude-D,tools,Mixed,,300,0
[EPIC]: TMA Exposure,EPIC,Needs Triage,P0 🔴,Next,Claude-A,common,Mixed,,654,0
"[EPIC] Heterogeneous, sequential ranges support",EPIC,Needs Triage,P0 🔴,Next,Claude-A,common,Mixed,,680,0
[EPIC] Docs Overhaul,EPIC,Needs Triage,P0 🔴,Next,Claude-E,tools,LaTeX,,220,0
[EPIC]: Implement `<neuron/std/ranges>` and associated headers,EPIC,Needs Triage,P0 🔴,Next,Claude-A,tools,Mixed,,290,0
Add a `zip_axis` / `tuple_axis` that iterates through multiple parameter axes in lockstep,Task,Needs Triage,P2 🟢,Phase 2: Implementation,Claude-B,base,Mixed,,704,0
"min-time is modeled as a stdrel criterion parameter, causing unintuitive CLI behavior with other stopping criteria",Task,Needs Triage,P3,Phase 2: Implementation,Claude-B,parameter,Mixed,,703,0
"BlockReduce<int, ...> causes ""an illegal instruction was encountered""",Task,Needs Triage,P3,Phase 2: Implementation,Claude-D,base,Mixed,,684,0
Add TensorParallel CI coverage for non-CPP host systems,Task,Needs Triage,P3,Phase 2: Implementation,Claude-D,tools,Mixed,,291,0
[FEA]: Migrate fail test utilities to top-level; reuse between projects,FEA,Needs Triage,P2 🟢,Phase 2: Implementation,Claude-E,time,Mixed,,673,0
[FEA]: Provide `<neuron/std/charconv>`,FEA,Needs Triage,P2 🟢,Phase 2: Implementation,Claude-A,common,Mixed,,671,0
[FEA]: Enable Windows GPU Testing,FEA,Needs Triage,P2 🟢,Phase 2: Implementation,Claude-E,tools,Mixed,,262,0
"[FEA]: [DevEx] Parse, dedup, summarize, and format a report of CI errors per PR run",FEA,Needs Triage,P2 🟢,Phase 2: Implementation,Claude-E,tools,Mixed,,723,0
